pin 137 (SHARKL5PRO_RFCTL15): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 138 (SHARKL5PRO_RFCTL16): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 139 (SHARKL5PRO_RFCTL17): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 140 (SHARKL5PRO_RFCTL18): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 141 (SHARKL5PRO_RFCTL19): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 142 (SHARKL5PRO_RFSCK0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 143 (SHARKL5PRO_RFSDA0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 144 (SHARKL5PRO_RFSEN0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 145 (SHARKL5PRO_RFSCK1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 146 (SHARKL5PRO_RFSDA1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 147 (SHARKL5PRO_RFSEN1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 148 (SHARKL5PRO_RFFE0_SCK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 149 (SHARKL5PRO_RFFE0_SDA): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 150 (SHARKL5PRO_RFFE1_SCK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 151 (SHARKL5PRO_RFFE1_SDA): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 152 (SHARKL5PRO_U1TXD): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 153 (SHARKL5PRO_U1RXD): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 154 (SHARKL5PRO_SCL6): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 155 (SHARKL5PRO_SDA6): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 156 (SHARKL5PRO_MTCK_ARM): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 157 (SHARKL5PRO_MTMS_ARM): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 158 (SHARKL5PRO_PWMC): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 159 (SHARKL5PRO_KEYOUT0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 160 (SHARKL5PRO_KEYOUT1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 161 (SHARKL5PRO_KEYOUT2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 162 (SHARKL5PRO_KEYIN0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 163 (SHARKL5PRO_KEYIN1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 164 (SHARKL5PRO_KEYIN2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 165 (SHARKL5PRO_SCL0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 166 (SHARKL5PRO_SDA0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 167 (SHARKL5PRO_SDA1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 168 (SHARKL5PRO_SCL1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 169 (SHARKL5PRO_CMMCLK0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 170 (SHARKL5PRO_CMMCLK1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 171 (SHARKL5PRO_CMRST0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 172 (SHARKL5PRO_CMRST1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 173 (SHARKL5PRO_CMPD0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
